name,totalVoters,ballotsCast,voterTurnout,percentReporting,perdue,ossoff,loeffler,warnock,county,sosid
BERKSHIRE A,2607,332,12.73,1,66,264,64,265,Gwinnett,135011
BERKSHIRE B,5445,826,15.17,1,184,638,182,640,Gwinnett,135012
DUNCANS C,3052,422,13.83,1,183,239,176,245,Gwinnett,135013
GARNERS A,3530,723,20.48,1,316,406,307,414,Gwinnett,135014
LAWRENCEVILLE A,3746,605,16.15,1,197,407,195,408,Gwinnett,135015
LAWRENCEVILLE B,5168,811,15.69,1,191,619,185,626,Gwinnett,135016
MARTINS A,3395,447,13.17,1,66,381,64,383,Gwinnett,135017
MARTINS B,3096,428,13.82,1,112,315,114,311,Gwinnett,135018
MARTINS C,2634,464,17.62,1,140,324,139,325,Gwinnett,135019
PINCKNEYVILLE A,2852,347,12.17,1,41,306,36,309,Gwinnett,135020
PINCKNEYVILLE B,3563,415,11.65,1,87,328,83,330,Gwinnett,135021
PINCKNEYVILLE C,2113,578,27.35,1,217,359,203,373,Gwinnett,135022
PINCKNEYVILLE D,2323,253,10.89,1,43,210,42,210,Gwinnett,135023
SUGAR HILL A,4750,604,12.72,1,226,376,221,379,Gwinnett,135024
SUGAR HILL B,5735,817,14.25,1,281,536,282,532,Gwinnett,135025
HOG MOUNTAIN A,5086,705,13.86,1,187,516,185,516,Gwinnett,135026
HOG MOUNTAIN B,4639,850,18.32,1,303,546,299,550,Gwinnett,135027
ROCKYCREEK A,6051,853,14.1,1,284,566,282,569,Gwinnett,135028
CATES B,1589,338,21.27,1,155,182,146,190,Gwinnett,135029
CATES C,2952,503,17.04,1,152,349,147,356,Gwinnett,135030
HOG MOUNTAIN D,3227,505,15.65,1,171,333,165,340,Gwinnett,135031
BERKSHIRE D,2969,641,21.59,1,214,427,212,429,Gwinnett,135032
BERKSHIRE E,2025,370,18.27,1,144,225,141,229,Gwinnett,135033
BERKSHIRE F,2295,353,15.38,1,107,246,106,246,Gwinnett,135034
CATES D,3828,711,18.57,1,216,495,210,500,Gwinnett,135035
CATES E,2964,623,21.02,1,214,407,204,417,Gwinnett,135036
PINCKNEYVILLE E,2242,254,11.33,1,39,214,34,220,Gwinnett,135037
PINCKNEYVILLE F,2618,359,13.71,1,67,291,64,295,Gwinnett,135038
DUNCANS D,7289,1139,15.63,1,497,640,490,648,Gwinnett,135039
PINCKNEYVILLE H,4617,1116,24.17,1,344,772,328,784,Gwinnett,135040
BAYCREEK B,6047,927,15.33,1,192,734,187,736,Gwinnett,135041
LAWRENCEVILLE C,3078,453,14.72,1,182,271,176,277,Gwinnett,135042
MARTINS D,2478,352,14.21,1,67,283,65,284,Gwinnett,135043
ROCKBRIDGE B,4233,641,15.14,1,100,540,99,540,Gwinnett,135044
GARNERS B,3224,568,17.62,1,173,392,170,395,Gwinnett,135045
CATES F,1822,385,21.13,1,170,215,167,218,Gwinnett,135046
CATES G,2928,641,21.89,1,267,374,262,378,Gwinnett,135047
DULUTH B,3635,745,20.5,1,257,486,252,492,Gwinnett,135048
GARNERS C,2040,319,15.64,1,83,236,81,238,Gwinnett,135049
PINCKNEYVILLE I,2726,356,13.06,1,92,263,91,263,Gwinnett,135050
PINCKNEYVILLE J,2691,281,10.44,1,39,242,38,243,Gwinnett,135051
BERKSHIRE G,2436,432,17.73,1,174,258,172,259,Gwinnett,135052
CATES H,4013,566,14.1,1,114,451,110,453,Gwinnett,135053
SUGAR HILL C,5133,753,14.67,1,290,463,280,471,Gwinnett,135054
SUGAR HILL D,4759,607,12.75,1,200,406,197,407,Gwinnett,135055
DULUTH C,2295,443,19.3,1,142,301,136,303,Gwinnett,135056
DULUTH D,5199,765,14.71,1,205,559,196,568,Gwinnett,135057
PINCKNEYVILLE K,3851,447,11.61,1,68,377,67,379,Gwinnett,135058
PINCKNEYVILLE N,3962,444,11.21,1,43,399,41,401,Gwinnett,135059
LAWRENCEVILLE D,5161,593,11.49,1,141,451,137,453,Gwinnett,135060
LAWRENCEVILLE E,2388,497,20.81,1,205,292,203,293,Gwinnett,135061
PINCKNEYVILLE L,2348,663,28.24,1,279,384,266,395,Gwinnett,135062
PINCKNEYVILLE M,2700,641,23.74,1,269,370,254,385,Gwinnett,135063
GARNERS D,3518,680,19.33,1,162,518,161,517,Gwinnett,135064
BERKSHIRE H,2018,258,12.78,1,81,177,77,181,Gwinnett,135065
PINCKNEYVILLE O,3463,393,11.35,1,75,314,78,315,Gwinnett,135066
PUCKETTS E,5774,807,13.98,1,226,578,222,583,Gwinnett,135067
CATES I,3564,678,19.02,1,192,486,192,486,Gwinnett,135068
CATES J,3524,649,18.42,1,204,444,193,456,Gwinnett,135069
GOODWINS B,4015,681,16.96,1,221,456,211,466,Gwinnett,135070
LAWRENCEVILLE F,4146,675,16.28,1,112,562,111,562,Gwinnett,135071
MARTINS E,6447,615,9.54,1,54,558,52,561,Gwinnett,135072
PINCKNEYVILLE P,2215,518,23.39,1,189,329,182,335,Gwinnett,135073
PINCKNEYVILLE Q,1961,213,10.86,1,14,198,11,201,Gwinnett,135074
ROCKBRIDGE C,5214,984,18.87,1,127,856,122,859,Gwinnett,135075
ROCKBRIDGE D,3710,701,18.89,1,139,561,139,560,Gwinnett,135076
GOODWINS C,5902,983,16.66,1,259,723,249,731,Gwinnett,135077
BAYCREEK K,3909,713,18.24,1,239,473,238,473,Gwinnett,135078
CATES K,2838,525,18.5,1,184,339,180,342,Gwinnett,135079
BAYCREEK C,6614,1073,16.22,1,247,823,243,828,Gwinnett,135080
CATES L,4255,739,17.37,1,241,495,236,503,Gwinnett,135081
DULUTH E,4982,864,17.34,1,168,693,165,699,Gwinnett,135082
GOODWINS D,4447,712,16.01,1,223,488,223,488,Gwinnett,135083
LAWRENCEVILLE G,3096,470,15.18,1,98,370,98,370,Gwinnett,135084
LAWRENCEVILLE H,4344,766,17.63,1,243,522,233,529,Gwinnett,135085
MARTINS F,2615,332,12.7,1,61,270,60,271,Gwinnett,135086
PINCKNEYVILLE S,3482,534,15.34,1,147,385,141,391,Gwinnett,135087
ROCKBRIDGE E,4737,703,14.84,1,79,623,79,619,Gwinnett,135088
SUGAR HILL E,3653,507,13.88,1,192,314,182,325,Gwinnett,135089
LAWRENCEVILLE I,3372,500,14.83,1,137,363,131,369,Gwinnett,135090
BAYCREEK D,4658,760,16.32,1,220,539,222,538,Gwinnett,135091
BERKSHIRE J,2763,547,19.8,1,191,355,183,363,Gwinnett,135092
CATES M,4013,823,20.51,1,340,481,328,494,Gwinnett,135093
CATES N,2600,535,20.58,1,279,255,273,261,Gwinnett,135094
DULUTH F,6356,930,14.63,1,152,776,154,773,Gwinnett,135095
DULUTH G,3090,622,20.13,1,245,377,237,385,Gwinnett,135096
GOODWINS E,5582,902,16.16,1,253,646,243,657,Gwinnett,135097
GOODWINS F,3258,563,17.28,1,146,416,144,415,Gwinnett,135098
PINCKNEYVILLE T,3237,558,17.24,1,180,377,177,378,Gwinnett,135099
SUWANEE B,4701,776,16.51,1,258,517,249,526,Gwinnett,135100
PINCKNEYVILLE U,2145,378,17.62,1,97,281,98,280,Gwinnett,135101
PUCKETTS B,3135,458,14.61,1,199,258,194,264,Gwinnett,135102
BERKSHIRE L,3359,454,13.52,1,99,354,100,353,Gwinnett,135103
ROCKBRIDGE F,5867,913,15.56,1,172,740,171,741,Gwinnett,135104
SUGAR HILL F,4181,624,14.92,1,228,395,219,404,Gwinnett,135105
SUWANEE C,5801,1007,17.36,1,315,692,301,704,Gwinnett,135106
CATES O,1458,270,18.52,1,89,180,85,182,Gwinnett,135107
BAYCREEK E,3336,517,15.5,1,159,357,157,360,Gwinnett,135108
BERKSHIRE M,1909,363,19.02,1,143,220,136,226,Gwinnett,135109
MARTINS G,2458,320,13.02,1,58,262,55,264,Gwinnett,135110
DULUTH H,2862,677,23.65,1,224,451,222,453,Gwinnett,135111
BERKSHIRE N,3162,675,21.35,1,268,407,261,412,Gwinnett,135112
PINCKNEYVILLE V,1757,241,13.72,1,63,178,65,174,Gwinnett,135113
PINCKNEYVILLE W,4316,743,17.22,1,252,491,241,502,Gwinnett,135114
MARTINS H,5173,863,16.68,1,240,621,238,623,Gwinnett,135115
MARTINS I,4172,594,14.24,1,130,463,127,466,Gwinnett,135116
MARTINS J,4079,487,11.94,1,53,434,54,433,Gwinnett,135117
GARNERS F,1817,326,17.94,1,114,212,107,218,Gwinnett,135118
BERKSHIRE O,2632,556,21.12,1,220,335,218,335,Gwinnett,135119
BERKSHIRE P,1511,228,15.09,1,65,162,60,168,Gwinnett,135120
PINCKNEYVILLE X,3498,893,25.53,1,284,609,274,618,Gwinnett,135121
ROCKBRIDGE G,5884,1031,17.52,1,137,892,134,895,Gwinnett,135122
PINCKNEYVILLE Y,3293,346,10.51,1,56,290,54,290,Gwinnett,135123
GOODWINS G,2690,402,14.94,1,65,336,65,337,Gwinnett,135124
PINCKNEYVILLE Z,1906,488,25.6,1,205,282,196,291,Gwinnett,135125
PINCKNEYVILLE A1,2709,784,28.94,1,328,455,321,458,Gwinnett,135126
LAWRENCEVILLE J,2292,322,14.05,1,54,266,53,269,Gwinnett,135127
GOODWINS H,2829,458,16.19,1,131,327,130,327,Gwinnett,135128
DUNCANS B,5498,763,13.88,1,307,454,303,460,Gwinnett,135129
SUWANEE D,4795,768,16.02,1,293,474,287,481,Gwinnett,135130
SUWANEE E,4333,720,16.62,1,250,469,242,477,Gwinnett,135131
LAWRENCEVILLE K,3351,581,17.34,1,191,390,185,395,Gwinnett,135132
HARBINS B,4940,557,11.28,1,204,352,198,359,Gwinnett,135133
BAYCREEK F,4689,762,16.25,1,162,600,157,603,Gwinnett,135134
PUCKETTS C,3439,467,13.58,1,178,289,177,290,Gwinnett,135135
HOG MOUNTAIN C,4428,662,14.95,1,222,440,215,446,Gwinnett,135136
ROCKYCREEK B,5128,700,13.65,1,238,462,230,468,Gwinnett,135137
DULUTH I,5172,1192,23.05,1,436,755,434,756,Gwinnett,135138
MARTINS K,5482,845,15.41,1,161,682,159,684,Gwinnett,135139
SUWANEE H,3859,662,17.15,1,302,360,286,375,Gwinnett,135140
SUGAR HILL G,2865,519,18.12,1,175,342,175,343,Gwinnett,135141
SUWANEE F,4031,643,15.95,1,200,441,199,441,Gwinnett,135142
LAWRENCEVILLE L,4877,899,18.43,1,236,663,231,662,Gwinnett,135143
LAWRENCEVILLE M,7422,1098,14.79,1,138,958,142,953,Gwinnett,135144
BAYCREEK G,6406,988,15.42,1,216,771,209,776,Gwinnett,135145
BAYCREEK H,6989,1215,17.38,1,387,826,393,820,Gwinnett,135146
BAYCREEK I,5965,967,16.21,1,250,715,244,719,Gwinnett,135147
BERKSHIRE Q,1825,294,16.11,1,118,176,115,179,Gwinnett,135148
GOODWINS I,2525,472,18.69,1,166,306,158,312,Gwinnett,135149
DULUTH K,2880,317,11.01,1,50,267,53,263,Gwinnett,135150
HARBINS C,2914,342,11.74,1,115,227,114,228,Gwinnett,135151
ROCKYCREEK C,4871,680,13.96,1,220,460,216,463,Gwinnett,135152
LAWRENCEVILLE N,2633,351,13.33,1,114,237,107,243,Gwinnett,135153
PUCKETTS D,3678,607,16.5,1,246,360,241,365,Gwinnett,135154
SUWANEE G,3992,650,16.28,1,157,493,158,492,Gwinnett,135155
BAYCREEK J,4609,757,16.42,1,164,591,159,598,Gwinnett,135156
Wilson,0,1618,0.0,2,1308,309,1304,311,Hall,139001
Chicopee,0,739,0.0,2,396,342,388,349,Hall,139002
Oakwood I,0,458,0.0,2,261,196,258,198,Hall,139003
Oakwood II,0,1064,0.0,2,856,207,850,213,Hall,139004
Flowery Branch I,0,1217,0.0,2,961,254,950,264,Hall,139005
Flowery Branch II,0,855,0.0,2,626,227,624,231,Hall,139006
Roberts,0,1655,0.0,2,1322,332,1316,339,Hall,139007
Morgan I,0,1078,0.0,2,901,177,897,181,Hall,139008
Morgan II,0,1201,0.0,2,883,315,880,319,Hall,139009
Candler,0,1325,0.0,2,976,349,971,353,Hall,139010
Tadmore,0,1265,0.0,2,640,622,647,616,Hall,139011
Glade,0,1081,0.0,2,875,206,870,210,Hall,139012
Lula,0,970,0.0,2,845,124,845,124,Hall,139013
Clermont,0,1381,0.0,2,1263,115,1260,119,Hall,139014
Quillians,0,1148,0.0,2,1041,105,1039,108,Hall,139015
Bark Camp,0,1750,0.0,2,1488,262,1483,267,Hall,139016
Chestatee,0,1096,0.0,2,934,162,922,173,Hall,139017
Fork,0,1017,0.0,2,845,172,839,177,Hall,139018
Whelchel,0,1514,0.0,2,1275,238,1265,245,Hall,139019
West Whelchel,0,1329,0.0,2,1110,219,1103,226,Hall,139020
Gainesville I,0,1113,0.0,2,743,369,731,382,Hall,139021
Gainesville II,0,532,0.0,2,59,472,57,475,Hall,139022
Gainesville III,0,756,0.0,2,368,388,366,389,Hall,139023
Gainesville IV,0,738,0.0,2,462,276,464,274,Hall,139024
Gainesville V,0,389,0.0,2,259,130,257,132,Hall,139025
Gillsville,0,302,0.0,2,254,48,254,48,Hall,139026
Big Hickory,0,1508,0.0,2,1369,139,1367,140,Hall,139027
Friendship I,0,2894,0.0,2,2348,545,2326,566,Hall,139028
Friendship II,0,958,0.0,2,725,232,719,238,Hall,139029
Friendship III,0,1315,0.0,2,991,323,990,324,Hall,139030
Friendship IV,0,1323,0.0,2,950,372,941,382,Hall,139031
Lakeland,5660,3032,53.57,4,2122,902,2121,907,Lanier,1731
Hahira Train Depot,5687,1907,33.53,2,1394,512,1394,508,Lowndes,185001
Trinity,11147,4171,37.42,2,1946,2217,1940,2221,Lowndes,185002
Northside,17932,7274,40.56,2,4041,3213,4037,3223,Lowndes,185003
Naylor,1308,478,36.54,2,274,204,273,205,Lowndes,185004
Rainwater,10115,4172,41.25,2,2528,1636,2538,1626,Lowndes,185005
Mildred,4400,1367,31.07,2,163,1193,165,1198,Lowndes,185006
Clyattville,4854,1514,31.19,2,974,537,976,534,Lowndes,185007
Dasher,4365,1474,33.77,2,1137,333,1137,335,Lowndes,185008
S Lowndes,4082,1280,31.36,2,906,372,902,375,Lowndes,185009
VSU UC # 2,339,35,10.32,2,2,33,2,33,Lowndes,185010
Jaycee Shack,6449,2117,32.83,2,356,1754,360,1752,Lowndes,185011
Northgate Assembly,2033,642,31.58,2,335,302,332,305,Lowndes,185012
Mt Calvary,4653,1197,25.73,2,75,1116,76,1119,Lowndes,185013
Barwick,656,261,39.79,2,211,49,211,49,Thomas,275101
Boston,1683,703,41.77,2,344,357,342,358,Thomas,275102
Central,3584,1795,50.08,2,1151,636,1164,625,Thomas,275103
Coolidge,1012,276,27.27,2,197,79,199,76,Thomas,275104
Douglass,2525,947,37.5,2,158,784,158,784,Thomas,275105
LIttle Ochlocknee Baptist Church,1177,512,43.5,2,379,132,378,134,Thomas,275106
Fire Station #2,1432,815,56.91,2,568,246,567,247,Thomas,275107
Gatlin Creek,2140,1014,47.38,2,730,283,733,280,Thomas,275108
Harper,2045,944,46.16,2,219,718,221,721,Thomas,275109
Jerger,1930,1075,55.7,2,661,413,665,409,Thomas,275110
Meigs,891,233,26.15,2,155,77,155,76,Thomas,275111
Metcalfe,311,108,34.73,2,67,41,67,40,Thomas,275113
New Covenant,2191,1002,45.73,2,704,297,706,292,Thomas,275114
Ochlocknee,1217,402,33.03,2,311,90,312,90,Thomas,275115
Pavo,688,198,28.78,2,144,54,144,54,Thomas,275117
Remington Esc,2236,1378,61.63,4,822,552,826,546,Thomas,275118
Resource Center,1385,632,45.63,2,49,580,49,581,Thomas,275119
Scott,2555,1400,54.79,2,817,579,820,579,Thomas,275120
Merrillville,724,332,45.86,2,221,110,221,111,Thomas,275112
Patten,415,158,38.07,2,126,32,124,34,Thomas,275116
Blue Creek,0,1092,0.0,2,810,280,805,285,White,311011
Blue Ridge,0,377,0.0,2,304,72,299,75,White,311021
Helen,0,240,0.0,2,169,71,167,73,White,311031
Mossy Creek,0,1221,0.0,2,1047,173,1045,176,White,311041
Mt Yonah,0,1974,0.0,2,1582,389,1569,401,White,311051
Nacoochee,0,889,0.0,2,605,284,597,291,White,311061
Robertstown,0,156,0.0,2,107,48,108,47,White,311071
Shoal Creek,0,912,0.0,2,762,149,760,152,White,311081
Tesnatee,0,571,0.0,2,455,116,449,120,White,311091
Town Creek,0,674,0.0,2,539,133,540,134,White,311101
White Creek,0,686,0.0,2,607,76,602,81,White,311111
1A,2582,0,0.0,1,0,0,0,0,Whitfield,3131A
2A,3131,0,0.0,1,0,0,0,0,Whitfield,3132A
3A,2250,0,0.0,1,0,0,0,0,Whitfield,3133A
4A,2644,0,0.0,1,0,0,0,0,Whitfield,3134A
5A,2278,0,0.0,1,0,0,0,0,Whitfield,3135A
6A,1756,0,0.0,1,0,0,0,0,Whitfield,3136A
AN,2548,0,0.0,1,0,0,0,0,Whitfield,313AN
CA,2004,0,0.0,1,0,0,0,0,Whitfield,313CA
CO,1464,0,0.0,1,0,0,0,0,Whitfield,313CO
DG,3358,0,0.0,1,0,0,0,0,Whitfield,313DG
ES,1760,0,0.0,1,0,0,0,0,Whitfield,313ES
FI,2194,0,0.0,1,0,0,0,0,Whitfield,313FI
GL,2573,0,0.0,1,0,0,0,0,Whitfield,313GL
LT,1185,0,0.0,1,0,0,0,0,Whitfield,313LT
MC,1698,0,0.0,1,0,0,0,0,Whitfield,313MC
NI,2497,0,0.0,1,0,0,0,0,Whitfield,313NI
PG,4848,0,0.0,1,0,0,0,0,Whitfield,313PG
TH,3911,0,0.0,1,0,0,0,0,Whitfield,313TH
TI,791,0,0.0,1,0,0,0,0,Whitfield,313TI
TR,1361,0,0.0,1,0,0,0,0,Whitfield,313TR
UT,1071,0,0.0,1,0,0,0,0,Whitfield,313UT
VA,5350,0,0.0,1,0,0,0,0,Whitfield,313VA
WS,2678,0,0.0,1,0,0,0,0,Whitfield,313WS
Rochelle North 1,571,261,45.71,4,77,184,77,184,Wilcox,3151A
Abbeville North 2,449,313,69.71,4,218,94,218,95,Wilcox,3152A
Pineview 2,648,411,63.43,4,226,183,227,184,Wilcox,3152B
Pitts 3,904,246,27.21,2,204,41,202,43,Wilcox,3153A
Rochelle South 4,1066,674,63.23,4,592,79,593,77,Wilcox,3154A
Abbeville South 5,1197,627,52.38,4,477,148,475,152,Wilcox,3155A
Senior Citizen Center,1568,732,46.68,2,271,454,270,460,Wilkes,3171
Young Farmers Bldg,1199,843,70.31,4,650,190,653,188,Wilkes,3172A
Metasville Fire Sta,615,423,68.78,4,303,118,303,120,Wilkes,3172B
Edward B Pope Center,1025,619,60.39,4,178,440,180,438,Wilkes,3173A
Rayle City Hall,578,186,32.18,2,97,89,96,90,Wilkes,3173B
Courthouse,1023,675,65.98,4,447,227,447,226,Wilkes,3174A
Tignal Sch Lunch Rm,906,345,38.08,2,183,160,183,161,Wilkes,3174B
Bloodworth,0,0,0.0,1,0,0,0,0,Wilkinson,31902
Griffin,0,0,0.0,1,0,0,0,0,Wilkinson,31903
High Hill,0,0,0.0,1,0,0,0,0,Wilkinson,31904
Irwinton,0,0,0.0,1,0,0,0,0,Wilkinson,31905
Ivey,0,0,0.0,1,0,0,0,0,Wilkinson,31906
Lord,0,0,0.0,1,0,0,0,0,Wilkinson,31907
Midway,0,0,0.0,1,0,0,0,0,Wilkinson,31908
Ramah,0,0,0.0,1,0,0,0,0,Wilkinson,31910
Turkey Creek,0,0,0.0,1,0,0,0,0,Wilkinson,31911
Sylvester,2910,1070,36.77,2,340,728,344,724,Worth,3211
Scooterville,596,124,20.81,2,104,19,104,19,Worth,32110
Minton,541,139,25.69,2,121,17,122,17,Worth,32111
Bridgeboro,1251,347,27.74,2,266,79,265,80,Worth,32112
County Line,875,234,26.74,2,167,65,167,65,Worth,32114
Isabella,1380,539,39.06,2,446,90,444,94,Worth,32115
Piney Woods,318,120,37.74,2,64,55,65,55,Worth,32116
Sylvester East,1362,545,40.01,2,394,149,393,150,Worth,3212
Poulan,850,263,30.94,2,195,68,194,67,Worth,3213
Sumner,846,255,30.14,2,183,71,185,70,Worth,3214
Shingler,541,186,34.38,2,149,37,148,38,Worth,3215
Red Rock,1230,318,25.85,2,201,117,202,115,Worth,3216
Doles,432,117,27.08,2,97,20,98,19,Worth,3217
Oakfield,213,73,34.27,2,45,28,45,28,Worth,3218
Warwick,676,209,30.92,2,116,93,116,93,Worth,3219
